account_number,customer_cif,customer_branch_ifsc,account_category,account_type,account_status,account_opening_date,inoperative_status_date,credit_summation_period,debit_summation_period
7905791588816132,186883955729,PUNB080638,Fixed Deposit,Premium,Active,30-09-2022,,1381011.93,3619451.38
9163818394718,142955110710,UTIB036386,Current,Regular,Active,31-01-2020,,2791693.03,4410539.63
6682182297992442,297413627153,PUNB031301,NRO,Basic,Active,17-04-2020,,585821.35,1073596.9
2490276022716570,297413627153,PUNB031301,NRE,BSBD,Active,19-03-2022,,611336.58,1415061.36
9129760695487,491718912167,UTIB065620,Savings,Regular,Active,03-08-2022,,1809470.98,2211950.64
9275978088775,321487220668,UTIB059137,Fixed Deposit,BSBD,Active,06-07-2018,,2303797.79,2017156.94
99151136668,785825098630,SBIN015030,Fixed Deposit,Regular,Active,30-10-2024,,16751577.66,11508101.53
9362057797251536,112294005802,PUNB077167,Current,Basic,Active,31-05-2023,,1286804.02,2787800.41
9294233190688266,112294005802,PUNB077167,Current,Regular,Active,23-07-2024,,1764928.29,1487535.48
11461086131850,710016534190,HDFC057819,Current,BSBD,Active,29-04-2024,,2033262.65,11903361.07
20584603663230,710016534190,HDFC057819,Fixed Deposit,Corporate,Active,07-12-2022,,4787874.21,7662162.76
22207734652,489666783704,CNRB075769,Salary,Corporate,Active,18-12-2022,,2861895.93,3367916.43
843169158340,435265379298,ICIC038094,Current,BSBD,Active,07-12-2024,,636653.1,1276601.94
495625318203,435265379298,ICIC038094,NRE,Corporate,Active,20-11-2024,,1769785.07,2521293.95
21345565370,476397710229,BARB021439,Recurring Deposit,Premium,Active,22-11-2023,,753395.93,590761.96
943206586008,505525268760,ICIC080172,Savings,Basic,Active,25-05-2017,,742486.16,2497654.37
548737473739,505525268760,ICIC080172,NRO,BSBD,Active,25-10-2018,,1447777.14,973888.55
32138483486488,235849676813,KKBK076643,NRE,BSBD,Active,31-01-2022,,2156283.32,3368023.15
17198482860,235849676813,KKBK076643,Salary,BSBD,Active,14-02-2021,,1324336.78,1719078.72
4008236574418,235849676813,KKBK076643,Fixed Deposit,Premium,Active,14-11-2023,,564478.81,2744984.86
9105649938845,996029316249,UTIB019915,Current,Regular,Active,05-08-2023,,148238.58,1487626.73
9210935510638,996029316249,UTIB019915,Recurring Deposit,Premium,Active,05-04-2017,,1717673.9,2277937.29
9238694692618,996029316249,UTIB019915,Salary,Regular,Active,20-03-2022,,1856394.26,2587260.92
698564791135,926465338272,ICIC048142,Recurring Deposit,Regular,Active,02-06-2022,,591191.44,2371838.12
337962244335,926465338272,ICIC048142,Recurring Deposit,Premium,Active,04-05-2022,,2083337.01,2453906.86
889823034050,926465338272,ICIC048142,NRO,BSBD,Active,19-05-2022,,513308.01,2506449.55
9113392782160,913854106441,UTIB090584,NRO,Regular,Active,18-03-2024,,1554103.55,1342728.25
9282792795763,916609186515,UTIB097613,NRO,Corporate,Active,16-05-2024,,1135411.55,5566454.53
9141966731462,916609186515,UTIB097613,Salary,Corporate,Active,13-05-2021,,5679196.78,11280141.87
9197327874683,916609186515,UTIB097613,Savings,Basic,Active,15-07-2020,,3247755.89,1800721.96
41852712271749,519743012805,BARB042257,NRE,Premium,Active,10-03-2022,,635271.21,1266709.11
633533640733,519743012805,BARB042257,Fixed Deposit,Corporate,Active,20-04-2018,,832721.42,2324970.48
13572844738158,519743012805,BARB042257,Savings,Premium,Active,14-06-2024,,401341.72,1524443.73
36829568198,772537742303,KKBK035147,Current,Basic,Active,11-10-2024,,721778.86,2388333.66
8524501716832,772537742303,KKBK035147,NRO,Regular,Active,20-02-2024,,2762419.45,5282748.3
10801516131,522951366243,SBIN057867,Fixed Deposit,BSBD,Active,07-01-2019,,2020795.0,3038987.09
59084313498,522951366243,SBIN057867,Salary,Regular,Active,26-05-2018,,608303.55,2020845.52
93895843959,522951366243,SBIN057867,Savings,Premium,Active,13-12-2021,,986320.39,2719404.45
32811584026,693005768801,IOBA039980,Recurring Deposit,BSBD,Active,27-08-2024,,1846240.25,5001907.24
4866541180977,601927415203,BARB052157,Fixed Deposit,Basic,Frozen,21-01-2022,,0.0,0.0
63779487681973,601927415203,BARB052157,Recurring Deposit,Regular,Active,01-11-2021,,1583960.93,3981736.17
7162663965585,601927415203,BARB052157,Current,Premium,Active,28-07-2022,,2959081.69,5329513.97
8913290133245,376677488552,IOBA015833,Current,Regular,Active,16-12-2024,,2016749.8,2336585.28
81434286301222,376677488552,IOBA015833,Salary,Premium,Active,19-10-2024,,1225011.08,3496489.5
6625573770561,509966460948,BARB038451,Salary,Regular,Active,09-09-2022,,3821530.28,3390344.12
7162063515475,930534010492,KKBK021288,NRE,BSBD,Active,26-10-2024,,994553.95,1298303.81
705620458197,930534010492,KKBK021288,Salary,Regular,Active,28-02-2018,,760377.15,780305.5
68255770616335,705142344177,HDFC027538,Recurring Deposit,Basic,Active,11-04-2023,,1095564.51,1928359.9
45475793349140,882295537316,KKBK022309,Recurring Deposit,Basic,Active,21-03-2020,,2931229.02,4527290.36
9107193580492,157414983384,UTIB029424,Recurring Deposit,Regular,Active,08-07-2023,,4397096.15,5886860.78
9198077942262,157414983384,UTIB029424,NRE,Regular,Active,11-11-2023,,396629.38,2492097.43
9284539107257,157414983384,UTIB029424,NRE,BSBD,Active,20-06-2022,,415672.11,2091270.34
432451372289,285031187337,CNRB022663,Current,Corporate,Active,10-04-2023,,1317591.49,8204535.17
734508472612,430943281898,BARB065656,NRE,Corporate,Active,19-02-2024,,2075041.37,4185340.28
89173561994,338626776834,SBIN044184,Savings,Basic,Active,25-06-2022,,4421918.87,6514194.19
37869961914,881669980045,BARB047344,Current,Regular,Active,13-06-2019,,1770801.28,5404503.43
118077888417,881669980045,BARB047344,Fixed Deposit,BSBD,Active,13-03-2023,,6312850.57,13643426.33
7799278012070,881669980045,BARB047344,Current,Corporate,Active,28-08-2022,,3088372.54,6632096.67
9183039547851,619918218971,UTIB055210,Current,Premium,Active,15-06-2017,,1886995.41,2461551.95
82248391343253,927933585044,CNRB069587,Current,Basic,Active,20-01-2022,,1522699.12,3347595.46
69596216419809,927933585044,CNRB069587,NRO,BSBD,Dormant,04-08-2023,02-02-2025,118424.39,114310.29
8403548135402,192510825019,CNRB017536,Salary,Regular,Active,02-04-2023,,1129587.98,1787332.87
35201930474399,192510825019,CNRB017536,NRE,BSBD,Active,30-11-2023,,3140347.11,6983944.18
56314443738424,476414873098,BARB034159,Current,Corporate,Active,13-02-2017,,3468086.06,2228293.11
6301184429634,500569244816,KKBK021845,Savings,Basic,Active,18-09-2020,,944032.54,2175915.4
1286825811296,500569244816,KKBK021845,Current,BSBD,Active,09-10-2021,,1507026.76,3338347.69
9511474184163,500569244816,KKBK021845,NRE,Basic,Dormant,23-11-2019,06-09-2020,44846.21,42672.64
8450098711131,327952897752,BARB090602,NRE,Corporate,Active,19-03-2022,,2095444.61,2576318.72
533058730363,327952897752,BARB090602,Recurring Deposit,Premium,Active,09-07-2021,,2407438.36,3225025.64
32933428019874,624505803717,HDFC084100,Fixed Deposit,Regular,Active,27-02-2024,,1839706.89,2747062.38
24315636435966,624505803717,HDFC084100,NRO,BSBD,Frozen,26-08-2024,,0.0,0.0
12244512337101,624505803717,HDFC084100,Savings,Corporate,Active,11-08-2024,,1033467.51,2408925.98
527966676002,267973956769,ICIC084264,Current,BSBD,Active,12-07-2021,,1277478.7,2643616.65
9816523166622394,745250319100,PUNB092610,Fixed Deposit,Corporate,Dormant,28-07-2022,11-01-2023,0.0,0.0
2988484443398,337946715853,IOBA020098,NRO,BSBD,Active,04-07-2018,,2171637.26,3600177.31
46127635928001,337946715853,IOBA020098,Salary,Corporate,Active,19-11-2017,,1644302.96,3523202.69
17590868797,337946715853,IOBA020098,Recurring Deposit,Basic,Active,09-12-2018,,732322.73,2397606.52
30493003885,256627356121,SBIN024193,NRE,BSBD,Dormant,08-03-2023,18-09-2024,2055.92,389634.07
12319387398,256627356121,SBIN024193,NRE,Regular,Active,10-09-2024,,415230.3,929189.94
93476521578,256627356121,SBIN024193,Current,Basic,Active,22-09-2024,,2373041.36,2790933.11
127535245112,951087537973,BARB091263,Current,Regular,Active,18-05-2024,,216045.51,1287665.25
54051888134251,877050425845,HDFC070729,Current,Corporate,Active,17-08-2018,,7444532.1,16360437.61
71576121762,802151464705,SBIN066623,Fixed Deposit,BSBD,Active,13-12-2024,,666350.27,1559605.65
98600429148,802151464705,SBIN066623,Current,Corporate,Active,13-12-2024,,5130076.28,6149031.24
51055806837,802151464705,SBIN066623,Current,Premium,Active,30-06-2024,,2849818.5,1988502.58
2039719366187,959544102587,BARB049559,Current,Premium,Active,22-08-2015,,1373542.69,3366592.68
5014153203078,959544102587,BARB049559,Salary,Corporate,Active,26-10-2022,,1707991.48,3337347.96
70552025172,959544102587,BARB049559,Recurring Deposit,Premium,Active,13-11-2021,,1472574.09,2438238.32
66473819787,113922552566,SBIN031929,Savings,Corporate,Active,06-08-2024,,468901.22,1416765.97
15980198664,113922552566,SBIN031929,Recurring Deposit,BSBD,Active,30-08-2020,,1656865.55,2203907.43
8883906828537,459499281463,KKBK082553,Fixed Deposit,BSBD,Active,28-06-2023,,1099801.14,1004982.69
90261273724,459499281463,KKBK082553,Fixed Deposit,BSBD,Active,24-10-2018,,1607420.3,1820121.97
7381053504628,459499281463,KKBK082553,NRE,Corporate,Active,18-09-2024,,2068654.21,2274295.51
76276068427,610430855819,CNRB054618,NRO,Premium,Active,17-05-2024,,2587555.39,2387941.76
7140875834548,610430855819,CNRB054618,Current,Premium,Active,16-12-2023,,521659.21,1834574.13
463719324024,600351352358,ICIC057884,Salary,Regular,Active,05-06-2022,,1250732.16,1380859.43
592661745968,536472499927,BARB031780,Fixed Deposit,BSBD,Active,14-07-2024,,1424465.96,3345681.69
868631293867,536472499927,BARB031780,NRO,Basic,Frozen,18-05-2024,,0.0,0.0
68770783859440,851897428968,CNRB076753,Current,BSBD,Active,18-06-2023,,1503637.49,2114623.73
532381765919,851897428968,CNRB076753,NRE,Basic,Active,04-01-2024,,2456432.0,2339323.22
8460236646119,851897428968,CNRB076753,Salary,Premium,Active,12-10-2024,,1699457.95,1863835.3
751386114622,523443842137,BKID033002,Fixed Deposit,Premium,Active,17-06-2017,,7556507.23,14588877.42
33783406768,523443842137,BKID033002,Fixed Deposit,Premium,Active,31-03-2018,,340107.91,12743291.85
30529958231182,523443842137,BKID033002,Fixed Deposit,Corporate,Active,18-11-2021,,1463506.68,12139611.74
84375182446,709243253862,SBIN087341,NRO,Corporate,Active,23-01-2023,,495107.87,3586147.75
9117111925269,757556767027,UTIB010181,Fixed Deposit,Corporate,Active,10-04-2022,,2225205.97,11822961.55
9232200360731,757556767027,UTIB010181,Fixed Deposit,Corporate,Active,11-12-2019,,3583061.16,4935909.39
72567855314650,302460117014,IOBA097628,Salary,BSBD,Dormant,20-01-2016,12-02-2016,118675.25,69887.81
88958712064,302460117014,IOBA097628,Recurring Deposit,BSBD,Frozen,30-09-2023,,0.0,0.0
2328432728347433,868118253218,PUNB069960,Fixed Deposit,Basic,Active,25-08-2021,,2534095.62,2981152.93
6769599465004777,934582042433,PUNB076140,Savings,Basic,Active,13-06-2021,,2190256.27,2498273.12
4380493517239,535132952580,CNRB029739,Savings,Corporate,Active,17-08-2022,,1872144.07,4057866.26
3303242762043,535132952580,CNRB029739,Fixed Deposit,Basic,Active,08-02-2022,,676167.13,1464644.09
90413566084,835373864487,IOBA029197,Savings,BSBD,Active,14-11-2017,,528106.74,2516634.69
372978723767,835373864487,IOBA029197,Recurring Deposit,Premium,Active,26-04-2020,,1557455.13,3255468.24
9175869778128,720511001957,UTIB043017,Fixed Deposit,Basic,Active,31-03-2022,,531024.04,1050761.96
9126323953772,720511001957,UTIB043017,Savings,Premium,Active,18-06-2016,,2093028.23,2388221.2
51937456674,813328743385,BARB093910,Recurring Deposit,Corporate,Active,26-11-2020,,3525283.81,3764626.37
5388232594167,142622405542,IOBA089389,Fixed Deposit,Corporate,Active,17-09-2023,,649689.89,1202393.51
2751798001959,100052674901,BARB083187,NRE,Basic,Active,19-03-2022,,963287.86,2132926.17
91966988597959,100052674901,BARB083187,Salary,Premium,Active,28-05-2024,,1468820.71,2266704.29
70813021502829,125042619281,HDFC042324,Fixed Deposit,Corporate,Active,15-03-2024,,2425471.73,4782269.7
45972306488450,125042619281,HDFC042324,Fixed Deposit,Premium,Active,25-04-2020,,687315.7,9113877.78
26409115335647,125042619281,HDFC042324,Current,Regular,Active,03-08-2024,,5429914.37,6626391.85
9176388155814,812629954829,UTIB058970,Salary,Regular,Active,18-07-2024,,1808015.04,2428905.58
9113935466437,812629954829,UTIB058970,Salary,BSBD,Active,17-05-2015,,1718313.87,2752784.78
68463570024,302776295987,KKBK074606,NRE,Corporate,Active,29-08-2020,,2533622.42,2747889.54
38341174035,302776295987,KKBK074606,NRE,Premium,Active,16-06-2022,,1325246.69,3782049.2
40540759340606,380163012448,IOBA077425,Salary,Regular,Active,09-08-2024,,1631296.38,1635900.41
248478460792,753241346233,ICIC096769,Savings,Corporate,Dormant,29-03-2022,07-03-2023,0.0,0.0
575447862925,676146616521,ICIC022549,Fixed Deposit,Premium,Active,15-10-2024,,1075457.97,899369.78
236615699650,676146616521,ICIC022549,Fixed Deposit,BSBD,Active,16-01-2024,,745817.76,1826923.61
1868519335036,671468537682,BARB063327,NRO,Corporate,Active,19-05-2019,,1107179.96,1697463.76
9600824188423086,413367533936,PUNB098238,Savings,Regular,Active,11-05-2024,,1677612.12,3253098.94
7337082206767043,413367533936,PUNB098238,Recurring Deposit,Corporate,Dormant,25-07-2023,29-12-2023,0.0,24298.7
2590421910498580,413367533936,PUNB098238,NRE,Corporate,Active,19-12-2024,,884910.45,1191469.57
9148399076964,502073796465,UTIB074041,Savings,Basic,Active,04-11-2023,,3046608.76,1630423.95
9184375205529,502073796465,UTIB074041,Fixed Deposit,Corporate,Active,06-02-2024,,4032779.52,4182549.74
9120815450768,502073796465,UTIB074041,Fixed Deposit,Basic,Active,17-08-2024,,1169476.71,2748617.94
3334713790459729,827197955743,PUNB039129,Current,Corporate,Active,18-11-2024,,3768974.45,2486513.94
1642451342958329,827197955743,PUNB039129,Current,Premium,Active,26-12-2023,,10356222.27,6390683.59
4630890131560246,827197955743,PUNB039129,Fixed Deposit,Premium,Active,20-02-2023,,1080168.62,5214601.5
68530215015383,720217658051,BKID049569,Recurring Deposit,Regular,Active,17-05-2022,,3105216.92,3551560.87
70479792788,720217658051,BKID049569,NRE,Regular,Closed,01-07-2019,,0.0,0.0
786770135010,720217658051,BKID049569,Salary,BSBD,Active,23-02-2021,,3831606.43,4167000.39
261272053124,126190641404,ICIC035249,Current,Regular,Active,07-03-2024,,688806.31,2234244.73
50573230362551,519272518129,HDFC086140,NRO,Premium,Active,08-12-2024,,1653737.57,3872670.61
52865814183109,519272518129,HDFC086140,Recurring Deposit,BSBD,Active,19-11-2021,,1025132.52,1536668.61
231205079755,745228506216,BARB050008,Recurring Deposit,Basic,Active,02-07-2019,,198547.44,1011379.2
142423666224,102529350125,ICIC064809,Recurring Deposit,Basic,Active,26-04-2022,,2117338.25,2809755.77
26419191083,558866955717,KKBK074175,Salary,BSBD,Active,11-08-2024,,1931464.47,2821759.38
285176447753,558866955717,KKBK074175,NRO,Regular,Active,12-06-2024,,2497942.71,4083013.16
99756300398253,558866955717,KKBK074175,NRE,BSBD,Closed,20-04-2023,,0.0,0.0
9287859589323,776915861897,UTIB021976,Savings,BSBD,Active,22-11-2020,,1042716.89,2447083.78
9227274926244,776915861897,UTIB021976,Fixed Deposit,Corporate,Active,17-10-2018,,553317.47,1341160.52
97688014237603,867548038736,HDFC024215,Current,Basic,Active,16-03-2021,,1901756.49,1690236.88
52548126888553,867548038736,HDFC024215,Salary,Regular,Active,11-01-2024,,259357.95,1275376.88
85538940918754,867548038736,HDFC024215,NRO,Premium,Active,21-08-2024,,942828.31,1645013.94
2687616657404,231119756271,KKBK024860,Salary,BSBD,Frozen,31-10-2023,,0.0,0.0
56407863588,413610993934,SBIN040757,Fixed Deposit,Premium,Active,12-03-2022,,1912154.4,1915253.31
46998645373,413610993934,SBIN040757,Fixed Deposit,Regular,Active,25-06-2021,,2520212.42,3643673.8
22358530603,730344448233,BKID017746,Current,BSBD,Active,02-12-2022,,1160892.89,2823772.58
79367440667,285991575367,SBIN045837,Savings,Corporate,Active,04-11-2022,,3758641.79,5628749.22
72846956003,285991575367,SBIN045837,NRO,Corporate,Active,25-02-2021,,2107189.01,1913062.71
19874391949,744977543705,BARB016962,Recurring Deposit,Premium,Active,12-04-2024,,1110787.51,3237508.43
70638640884907,744977543705,BARB016962,NRO,Corporate,Active,05-06-2024,,1281295.01,4785334.37
19703405913597,744977543705,BARB016962,Recurring Deposit,Regular,Active,10-10-2022,,1020516.04,3391523.53
9149622337992,335145614166,UTIB021742,Salary,Premium,Active,10-09-2024,,935207.3,2488287.66
9231193322099,335145614166,UTIB021742,Fixed Deposit,Corporate,Active,03-11-2023,,2332490.31,3587104.54
386081877837,939881017804,IOBA018528,Fixed Deposit,BSBD,Active,30-08-2024,,2260261.52,12878368.92
94542703642,939881017804,IOBA018528,Current,BSBD,Active,21-12-2024,,9256380.25,7636559.14
91755068694606,847981837919,HDFC069789,NRE,Basic,Active,26-12-2024,,2471120.89,1784493.57
48118767716939,847981837919,HDFC069789,NRO,BSBD,Active,18-05-2023,,1050880.42,1998570.72
3054911108019,593738563075,CNRB082019,NRO,Premium,Dormant,16-02-2022,16-11-2024,1113.34,11304.25
76565229765393,593738563075,CNRB082019,Recurring Deposit,Corporate,Active,21-07-2021,,2416674.97,3223329.0
486423806640,934377590937,KKBK016423,Salary,Basic,Active,10-01-2019,,2578141.1,2140049.11
596914721057,934377590937,KKBK016423,Fixed Deposit,Premium,Frozen,28-03-2024,,0.0,0.0
96754392707423,934377590937,KKBK016423,NRO,Premium,Active,15-07-2020,,4217522.44,5569460.63
9269521191650,519362078019,UTIB083249,Current,Basic,Active,13-03-2018,,1475822.29,2946542.16
9168025478669,519362078019,UTIB083249,Salary,Regular,Active,10-03-2020,,933638.78,2727261.72
33429307055003,397639926569,BKID097898,Salary,BSBD,Active,09-05-2024,,2563576.85,3616823.07
96600035605493,397639926569,BKID097898,Current,Premium,Active,09-02-2024,,1769571.37,1335289.62
35573080366460,952605383852,HDFC088558,Savings,Regular,Active,21-01-2024,,1917756.01,2906362.83
97562863324480,952605383852,HDFC088558,Fixed Deposit,Basic,Active,31-12-2024,,1584836.73,1681055.15
835178913516,736469677782,BARB089846,Savings,BSBD,Active,31-05-2017,,5896572.28,6195351.66
26689930763,388212313985,BARB079445,Fixed Deposit,BSBD,Active,17-10-2021,,3488405.44,3488437.93
90130181431254,388212313985,BARB079445,Fixed Deposit,BSBD,Active,11-08-2020,,2022187.9,6061143.19
125932552447,345372994496,BKID063131,NRO,Premium,Active,24-01-2024,,1813140.98,2482109.7
31121664705,345372994496,BKID063131,Salary,Basic,Active,05-03-2021,,2414619.33,2324373.01
85660100126,803288256003,KKBK037614,Current,Premium,Active,24-06-2021,,652975.87,2040532.95
3603505633952,776381530763,KKBK039768,Recurring Deposit,BSBD,Active,29-11-2024,,1961177.77,2876169.74
794944062319,776381530763,KKBK039768,Savings,Corporate,Active,26-11-2024,,1357243.11,2884538.29
4761486998246832,204539588849,PUNB014446,NRE,BSBD,Active,16-11-2017,,3173993.17,5181357.5
8165208059054891,204539588849,PUNB014446,Current,Corporate,Active,13-05-2023,,2735142.28,1569033.6
3897754492423845,204539588849,PUNB014446,Recurring Deposit,Corporate,Active,28-03-2023,,2412473.25,5607217.69
9148896743858,951307737554,UTIB099390,Salary,Basic,Active,15-01-2017,,851321.54,1655261.76
532327041243,164065756172,KKBK078509,Fixed Deposit,Basic,Active,09-06-2020,,151777.12,1187099.25
5502239651054,164065756172,KKBK078509,NRO,Regular,Active,05-06-2023,,1522681.82,2309942.65
85144962591,396929748328,SBIN011429,Salary,Regular,Active,21-01-2024,,1612560.97,2491478.63
98252712342,396929748328,SBIN011429,Savings,Premium,Active,31-01-2024,,860245.77,2020520.12
45960568386,578292143755,BARB044198,NRO,Premium,Frozen,30-09-2024,,0.0,0.0
12894135328867,578292143755,BARB044198,Savings,BSBD,Active,03-01-2024,,2327321.3,4591391.77
54934922871,578292143755,BARB044198,NRO,Corporate,Active,11-03-2024,,775197.74,964490.71
8310164982091824,196871281101,PUNB086776,Current,Premium,Frozen,14-10-2021,,0.0,0.0
1532534297602,104144079944,CNRB027780,NRE,Basic,Active,17-09-2023,,1136125.48,1891873.11
94539737968,104144079944,CNRB027780,Savings,Corporate,Active,13-02-2022,,1618210.13,3350900.59
23104684315,825729684580,SBIN048586,NRO,Regular,Active,03-01-2023,,2062377.73,2693119.8
90519525256,825729684580,SBIN048586,Salary,Basic,Frozen,21-02-2024,,0.0,0.0
95777799753,825729684580,SBIN048586,Recurring Deposit,Basic,Active,02-02-2023,,1153585.42,1505306.82
97874240268,505040522229,KKBK094919,Savings,Basic,Active,29-11-2022,,3536161.63,4121773.53
6028623941765,505040522229,KKBK094919,Current,BSBD,Active,14-04-2023,,3549371.25,4676095.2
18143193644823,505040522229,KKBK094919,NRO,Corporate,Active,15-02-2023,,2684401.0,2839244.62
896083015095,266920873777,ICIC069675,Fixed Deposit,Basic,Active,29-01-2020,,3620266.77,17207251.25
117435338718,266920873777,ICIC069675,Current,Regular,Active,16-04-2021,,5684612.76,7956409.62
841070877820,266920873777,ICIC069675,Fixed Deposit,Regular,Active,17-10-2023,,6642548.82,11444059.57
92735179978,365499319883,SBIN060060,Fixed Deposit,Basic,Active,27-06-2023,,2083065.09,3703700.68
601556740361,829652435145,CNRB097543,Savings,Basic,Active,05-08-2023,,2201790.91,3275417.28
647322231578,829652435145,CNRB097543,Savings,Regular,Active,04-09-2022,,1187388.0,1582196.96
74415690920145,756483593621,HDFC039523,Savings,Regular,Active,24-01-2019,,508349.88,2282862.89
68941722880,547500676903,SBIN058656,Salary,Basic,Active,15-05-2024,,4822012.9,5384186.01
49654391958,547500676903,SBIN058656,Current,Regular,Active,31-05-2024,,90692.64,2023638.96
51676959951,547500676903,SBIN058656,Savings,Premium,Active,09-07-2024,,1165040.92,1849680.72
9167339974206,879773640053,UTIB044137,NRO,Corporate,Active,16-08-2024,,1196859.11,1760081.23
9213804523692,879773640053,UTIB044137,Savings,Premium,Active,14-06-2024,,887131.64,1491906.28
317366128847,821188046647,BKID059616,Current,BSBD,Active,27-05-2022,,318099.67,6678896.11
702157338794,928632287821,IOBA025680,NRO,Premium,Active,06-10-2017,,589376.94,567400.35
113214533620,686852908996,ICIC073013,Fixed Deposit,BSBD,Active,30-12-2023,,996826.61,4924907.09
581555131954,302701031484,KKBK080612,Recurring Deposit,Regular,Active,01-06-2020,,1259365.25,1653156.69
85940788270535,302701031484,KKBK080612,Recurring Deposit,Regular,Active,27-11-2024,,2297224.53,2565809.95
55757069715510,302701031484,KKBK080612,Salary,Basic,Active,29-12-2023,,1000612.19,3084211.36
44100034518,545538187269,IOBA078625,Current,Basic,Active,07-07-2024,,2712754.57,3013560.21
794920728169,545538187269,IOBA078625,NRE,Premium,Active,14-02-2023,,869213.77,2255814.48
6009211965242,545538187269,IOBA078625,Recurring Deposit,Corporate,Active,27-09-2023,,641902.72,1161378.17
22294186502,441710071725,BARB080001,NRE,Premium,Active,17-11-2020,,495059.0,1587890.51
2643754768257810,996480989515,PUNB072834,Fixed Deposit,Basic,Active,14-01-2023,,2133162.3,3186586.41
3651293061918020,996480989515,PUNB072834,Savings,BSBD,Active,31-07-2023,,664682.81,781265.59
9163413934754750,996480989515,PUNB072834,Recurring Deposit,Premium,Active,12-02-2023,,2640490.46,3093221.82
48714107840864,213361537319,IOBA065652,Current,Premium,Active,24-12-2020,,776065.95,768787.81
8635175397727,786177135474,BKID030452,Salary,Regular,Dormant,12-04-2024,30-10-2024,49859.9,111813.24
89236166651604,786177135474,BKID030452,Current,Regular,Active,18-06-2024,,1544471.44,3404420.74
2100423707610,786177135474,BKID030452,Current,BSBD,Active,20-01-2024,,503799.05,1966417.12
1953280564731,400693817329,IOBA083716,NRE,Regular,Active,12-08-2019,,970373.45,2233726.64
105411508642,400693817329,IOBA083716,Recurring Deposit,Premium,Active,23-10-2016,,1861872.15,3647763.95
14723778348709,852813741752,KKBK033478,Salary,Basic,Active,08-07-2022,,551175.75,2665196.56
98221545711400,852813741752,KKBK033478,Current,BSBD,Active,05-04-2022,,286603.69,926336.07
6551846892095,852813741752,KKBK033478,NRO,Premium,Active,27-04-2019,,1427706.07,4286540.41
4412785258041072,501026896309,PUNB066865,Current,Basic,Active,13-09-2024,,669045.84,1032085.78
2296031366708616,501026896309,PUNB066865,NRE,Regular,Active,17-06-2023,,1125927.6,597574.01
22513610479,665615588538,SBIN074787,Current,Corporate,Active,08-12-2018,,1264742.44,6152347.02
71994963284,665615588538,SBIN074787,Fixed Deposit,BSBD,Active,29-04-2022,,1755681.85,10633053.38
7448660186069,324217929816,KKBK062359,Fixed Deposit,Regular,Active,16-04-2023,,71510.7,3929597.81
430391042181,324217929816,KKBK062359,Salary,BSBD,Active,29-06-2023,,1579541.54,2625601.01
79018608416,324217929816,KKBK062359,NRO,Regular,Active,17-10-2022,,1016679.73,1598016.25
130639127039,537983242097,BKID015993,Recurring Deposit,Regular,Active,16-07-2017,,1702343.55,4366732.32
66900786068,537983242097,BKID015993,Current,Corporate,Active,25-07-2018,,2113068.41,3903415.26
70107615734549,537983242097,BKID015993,NRE,Corporate,Active,15-12-2019,,3355762.31,3640733.19
3132041229554575,307360227125,PUNB027274,Savings,Regular,Active,08-01-2021,,1134608.4,3165044.67
8850449101881658,307360227125,PUNB027274,Savings,BSBD,Active,08-02-2024,,1028564.65,3588254.53
427694419185,227172948083,ICIC032875,Current,Corporate,Active,10-06-2024,,2383159.17,4267570.49
