wallet_id,customer_cif,wallet_kyc_category,wallet_status,wallet_opening_date,escrow_account_linked,per_txn_limit,daily_txn_limit,monthly_txn_limit,annual_txn_limit,max_balance_limit,linked_bank_account
WLT249909414239,880683561700,Full KYC,Active,04-06-2024,ESC4988184970114,200000,200000,200000,2400000,200000,808450732685
WLT113699194639,103356707745,Minimum KYC,Active,22-10-2024,ESC3543191261275,10000,10000,10000,120000,10000,7870369556575163
WLT618934896760,780032351343,Full KYC,Active,26-02-2024,ESC2383419527578,200000,200000,200000,2400000,200000,371376816765
WLT451276730279,748820057139,Full KYC,Active,16-08-2024,ESC6795819777259,200000,200000,200000,2400000,200000,9256318681821
WLT781659285760,137735029656,Full KYC,Active,14-03-2018,ESC1378213366320,200000,200000,200000,2400000,200000,819564630329
WLT575248685784,569095597486,Minimum KYC,Active,11-08-2023,ESC3905535536315,10000,10000,10000,120000,10000,52592514624
WLT878940555669,247902086065,Full KYC,Active,27-05-2024,ESC9597011438488,200000,200000,200000,2400000,200000,69831794311
WLT181219671383,200701942014,Minimum KYC,Active,19-02-2022,ESC9883876067291,10000,10000,10000,120000,10000,157781318117
WLT593506033392,878075971446,Minimum KYC,Active,22-01-2025,ESC4090832899399,10000,10000,10000,120000,10000,9750183774544
WLT956234789507,223666028864,Minimum KYC,Active,29-10-2020,ESC8277498049165,10000,10000,10000,120000,10000,7841365506583710
WLT854218353535,501378639926,Minimum KYC,Active,17-02-2024,ESC9471133452921,10000,10000,10000,120000,10000,275923016854
WLT797603527851,133081763217,Full KYC,Active,26-11-2021,ESC4761965736661,200000,200000,200000,2400000,200000,10074400692086
WLT182854222452,911642612660,Minimum KYC,Active,13-08-2020,ESC5720666711060,10000,10000,10000,120000,10000,7008048239656341
WLT449997601241,242237240777,Full KYC,Active,05-04-2021,ESC3798780996650,200000,200000,200000,2400000,200000,258702901263
WLT761479506165,685227488631,Full KYC,Active,01-01-2023,ESC4984085704105,200000,200000,200000,2400000,200000,9192360601114
WLT185245541373,296939920977,Full KYC,Active,24-06-2020,ESC5660186888389,200000,200000,200000,2400000,200000,2207221890004231
WLT262572779580,469285735456,Minimum KYC,Active,01-04-2024,ESC2582217688476,10000,10000,10000,120000,10000,45047408991
WLT489670833752,138592428268,Full KYC,Active,29-07-2023,ESC4069372294734,200000,200000,200000,2400000,200000,2776281072600007
WLT050825644124,923136530902,Minimum KYC,Active,06-10-2024,ESC1732185829276,10000,10000,10000,120000,10000,42821416160296
WLT568722191463,230621862986,Full KYC,Active,20-05-2024,ESC8980301299055,200000,200000,200000,2400000,200000,347314556530
WLT849203431834,504089237037,Full KYC,Active,23-04-2023,ESC8653576765024,200000,200000,200000,2400000,200000,35295615297
WLT784994721260,217642394954,Minimum KYC,Active,02-12-2019,ESC9408283477166,10000,10000,10000,120000,10000,29772781392
WLT539089030782,360464468262,Full KYC,Active,26-11-2024,ESC5796906947030,200000,200000,200000,2400000,200000,9288318937630
WLT617815536632,936915146029,Full KYC,Active,09-08-2022,ESC7685301198998,200000,200000,200000,2400000,200000,74013248727
WLT866298626181,351076952070,Full KYC,Active,01-12-2023,ESC8207317929459,200000,200000,200000,2400000,200000,56080897977645
WLT884146748732,819683982346,Full KYC,Suspended,16-01-2024,ESC4662243983154,200000,200000,200000,2400000,200000,9266066148484909
WLT719001622574,104749866293,Full KYC,Active,08-05-2019,ESC2693785830234,200000,200000,200000,2400000,200000,9224075762866
WLT334140393114,753072343321,Full KYC,Active,10-12-2023,ESC4464158129959,200000,200000,200000,2400000,200000,1530941708830
WLT179270407947,776547820028,Full KYC,Active,04-10-2023,ESC1462886714089,200000,200000,200000,2400000,200000,930176013443
WLT481892799404,536372328442,Minimum KYC,Active,26-11-2024,ESC8042733771628,10000,10000,10000,120000,10000,1416914503525444
WLT234039860576,975812260897,Full KYC,Closed,15-08-2019,ESC2346162520299,200000,200000,200000,2400000,200000,59263928454
WLT164648036887,348240937962,Full KYC,Suspended,22-07-2022,ESC6753724167741,200000,200000,200000,2400000,200000,123385248504
WLT911635032021,538139833735,Full KYC,Active,28-08-2020,ESC9943205552681,200000,200000,200000,2400000,200000,48274854617
WLT846083882087,723832339282,Full KYC,Active,05-10-2024,ESC9038302520244,200000,200000,200000,2400000,200000,133242491195
WLT218444276682,322118403691,Full KYC,Active,24-06-2023,ESC6619055475361,200000,200000,200000,2400000,200000,8225187700157622
WLT835391391210,366893636311,Full KYC,Active,12-07-2021,ESC2767855872718,200000,200000,200000,2400000,200000,871063301546
WLT531513856471,499890244822,Full KYC,Active,17-04-2016,ESC5390674947969,200000,200000,200000,2400000,200000,80266594730828
WLT213365284977,417059606074,Minimum KYC,Active,20-05-2021,ESC8725819928986,10000,10000,10000,120000,10000,9166443943596
WLT926965309983,177183248094,Minimum KYC,Active,20-12-2023,ESC8231569803235,10000,10000,10000,120000,10000,508695517845
WLT467580970686,244879382019,Minimum KYC,Active,25-04-2024,ESC8618350519084,10000,10000,10000,120000,10000,1913027692841336
WLT245264800323,212293224469,Minimum KYC,Active,15-10-2022,ESC1742840645638,10000,10000,10000,120000,10000,9158315189211
WLT386343847464,943088704409,Full KYC,Active,25-02-2022,ESC8588438573178,200000,200000,200000,2400000,200000,641516210914
WLT095902240018,820608473530,Minimum KYC,Active,17-06-2024,ESC7597407214115,10000,10000,10000,120000,10000,982325040241
WLT872161814118,136264671225,Full KYC,Active,25-10-2023,ESC7507938003436,200000,200000,200000,2400000,200000,611669709323
WLT623072155666,499920937327,Full KYC,Active,09-03-2021,ESC9830865421154,200000,200000,200000,2400000,200000,9223935655622
WLT091684004792,196332425734,Full KYC,Active,14-11-2023,ESC9724152795660,200000,200000,200000,2400000,200000,7769343074544156
WLT666874684947,284141010128,Minimum KYC,Suspended,28-02-2019,ESC8765915386037,10000,10000,10000,120000,10000,5419257821656600
WLT979891864165,690809945615,Full KYC,Closed,03-09-2024,ESC8612984015512,200000,200000,200000,2400000,200000,9246144578060
