transaction_id,timestamp,datestamp,transaction_amount,currency,transaction_type_dr_cr,transaction_mode_channel_bank,cash_flag,transaction_type_ppi,transaction_mode_channel_ppi,transaction_status,wallet_balance_before,wallet_balance_after,source_of_funds_wallet,load_instrument_type,load_source_account_card_details,beneficiary_wallet_id_vpa,merchant_id,merchant_name,merchant_category_code,merchant_location,refund_chargeback_flag,customer_account_number,account_wallet_status,non_face_to_face_flag,pep_flag,hni_flag,minor_flag,customer_branch_ifsc_code,customer_cif_id,customer_cif_creation_date,annual_income,counterparty_account_number,counterparty_branch_ifsc_swift,customer_name,counterparty_name,sender_country_code,receiver_country_code,customer_current_risk_score,customer_type,customer_entity_type,account_category,account_type,account_wallet_opening_date,customer_occupation_industry,vkyc_flag,kyc_update_date,account_wallet_inoperative_date,source_of_funds,tax_residency,nationality,citizenship,residency,date_of_incorporation,place_of_incorporation,beneficial_owner_types,passive_nfe,address_registered_office,address_place_of_business,address_beneficial_owners,address_individual_customer,date_of_birth,father_spouse_name,identification_proof_doc_no,entity_identification_proof_doc_no,credit_summation_period,debit_summation_period,professional_experience_years,cif_beneficial_owners,name_beneficial_owners,mobile_number,pan,aadhaar_number,email_id,wallet_kyc_category,wallet_account_id,escrow_account_linked,transaction_limit_per_txn,daily_transaction_limit,monthly_transaction_limit,annual_transaction_limit,maximum_wallet_balance_limit,device_id_fingerprint,ip_address,geo_location_city_country,gps_coordinates_lat,gps_coordinates_lon,browser_app_information,session_id,authentication_method,vpn_flag,emulator_flag,customer_address_lat,customer_address_lon,is_aml,aml_typology,typology_group_id
TXN58CM4DXL0CCFH1RL,07:21:54,26-12-2025,4989.99,INR,Cr,ATM,Y,,,Success,,,,,,,,,,,N,96563603144146,Active,N,N,N,N,HDFC026016,391297075740,14-04-2019,771695,410208923273,ICIC015537,Meera Mukherjee,Akash Verma,IN,IN,Medium,Individual,Individual,NRE,Corporate,12-04-2021,Self-Employed - Retail,N,15-04-2019,,Business Income,India,Indian,Indian,Resident,,,,,,,,"315, Park Street, Puri, Odisha - 225168",30-06-1978,Suresh Bose,AADHAAR-2306XXXX7816,,2779406.04,5477840.86,14,,,9129658814,BUCPJ3384N,XXXX-XXXX-5094,meera.mukherjee349@yahoo.co.in,,,,,,,,,036d56b303f619c3f118086c0b5dd33b,103.93.0.160,"Puri, IN",20.290535,80.145665,v9.1.0,16059cbfd825f8f073ebfd2d,Biometric,N,N,20.30043,80.148938,0,,
TXN587FJ723NDCMKDYW,23:30:31,06-02-2026,194011.06,INR,Cr,Branch Cash,Y,,,Success,,,,,,,MIDCYZ6PJFIWAIG,Big Bazaar,5691,"Vadodara, Gujarat",Y,9142063671334,Active,N,N,N,N,UTIB075276,577883294778,30-07-2017,241995,9182058779475,UTIB084484,Vandana Iyer,United Holdings,IN,IN,Low,Individual,Individual,Salary,Basic,15-09-2022,Business Owner,Y,02-10-2023,,Business Income,India,Indian,Indian,Resident,,,,,,,,"264, Park Street, Vadodara, Gujarat - 308927",18-06-1976,Ravi Deshmukh,AADHAAR-4594XXXX0621,,1315155.69,2389377.12,39,,,8754312186,LTCPJ0122X,XXXX-XXXX-2281,vandana.iyer609@hotmail.com,,,,,,,,,2eb352c72e869c1142790119188f70ff,203.109.51.210,"Vadodara, IN",16.153865,74.911731,Firefox/125.0,ab860c04484d61a57b3785a9,Biometric,N,N,16.159775,74.919961,0,,
TXNYE1L7X9OX7Q3B387,13:44:43,11-12-2025,97679.48,INR,Dr,IMPS,N,,,Failed,,,,,,,,,,,N,7843508593914,Active,Y,N,N,N,IOBA046830,344145800290,14-10-2020,2386211,9121907770374,UTIB015249,Shruti Rao,Silver Holdings,IN,IN,Medium,Individual,Individual,Fixed Deposit,Premium,11-09-2024,Self-Employed - Professional,N,06-11-2021,,Rental Income,India,Indian,Indian,Resident,,,,,,,,"27, MG Road, Kozhikode, Kerala - 414536",29-07-1999,Rajesh Joshi,AADHAAR-4161XXXX5991,,614403.41,2354260.95,1,,,8988593858,GZFPE4813D,XXXX-XXXX-2962,shruti.rao44@outlook.com,,,,,,,,,75cb5d52626c2b0df487cf1495a86a7a,157.127.57.183,"Kozhikode, IN",17.889863,75.902698,SamsungBrowser/24.0,400583b109bb1bb9130c7eed,MPIN,N,N,17.892701,75.898735,0,,
TXN9JHWNK4GWVUBVS9O,10:57:10,28-12-2025,195387.32,INR,Cr,Demand Draft,N,,,Success,,,,,,,MIDWCTQDGO3XURL,Reliance Fresh,8062,"Cuttack, Odisha",N,310887783764,Active,N,N,N,N,IOBA057445,323368530656,11-08-2022,421739,3935990634246,BARB017551,Rohan Pillai,United Capital,IN,IN,Low,Individual,Individual,NRO,BSBD,25-06-2023,Student,N,17-04-2023,,Agriculture Income,India,Indian,Indian,Resident,,,,,,,,"234, Nehru Place, Cuttack, Odisha - 692194",09-07-1980,Vikram Tiwari,AADHAAR-6228XXXX8781,,735953.42,1562966.51,3,,,7290018219,NHKPZ5259U,XXXX-XXXX-2175,rohan.pillai446@hotmail.com,,,,,,,,,c87e010b42ea7c12e605ae85dbfe9500,49.210.145.170,"Cuttack, IN",25.039022,81.815648,Firefox/125.0,afb11f481ce74ada6a51e309,Biometric,N,N,25.030633,81.812485,0,,
TXNL43VCDRVD4KT9TFY,20:48:19,13-01-2026,9481.98,INR,Cr,ATM,Y,,,Success,,,,,,,,,,,N,58035407782,Active,N,N,N,N,CNRB025219,321487220668,19-03-2016,2100153,52680024942679,KKBK018410,Harsh Sharma,Vikram Pandey,IN,IN,High,Individual,Individual,NRE,Premium,11-03-2022,Salaried - Banking,N,11-10-2016,,Investment Returns,India,Indian,Indian,Resident,,,,,,,,"267, MG Road, Vadodara, Gujarat - 540934",28-08-1996,Kiran Patel,AADHAAR-2004XXXX0529,,2752874.84,2782819.09,2,,,6043885566,JZUPT1872Y,XXXX-XXXX-9280,harsh.sharma433@rediffmail.com,,,,,,,,,46d6ba07deadfd4d548262e162ba24d2,182.250.63.75,"Vadodara, IN",16.731718,77.823575,Chrome/124.0,10690015d60d1027ff9c35f8,PIN,N,N,16.733654,77.818865,0,,
TXN69TQOQ98SBYUU3N9,21:53:47,13-01-2026,3700.1,INR,Dr,Branch Cash,Y,,,Success,,,,,,,MID0D345T0JU65R,BookMyShow,4899,"Rajkot, Gujarat",N,653320989849,Active,N,N,N,N,BKID062050,810508421585,31-01-2023,1574609,9270962611787,UTIB020541,Naveen Das,Kavita Rao,IN,IN,Medium,Individual,Individual,Salary,BSBD,13-05-2024,Salaried - IT,N,05-02-2023,,Family Support,India,Indian,Indian,NRI,,,,,,,,"277, Ring Road, Rajkot, Gujarat - 330291",26-01-1992,Akash Kapoor,AADHAAR-4348XXXX5726,,1658020.82,3209778.41,8,,,6553152659,RGFPH9220S,XXXX-XXXX-4179,naveen.das920@gmail.com,,,,,,,,,40870a8500ce8b344a9cca59099cec3a,203.201.114.115,"Rajkot, IN",20.39627,78.215639,Edge/124.0,85ee3e5277f180314cb3da96,MPIN,N,N,20.3968,78.211774,0,,
TXNHXP2HAA97MLQXA3Q,18:36:27,12-02-2026,3440.26,INR,Dr,ATM,Y,,,Success,,,,,,,MIDA3VKRVK4XJ7C,Flipkart,7995,"Rajkot, Gujarat",N,4099916605650002,Active,N,N,N,N,PUNB080443,399766484702,26-10-2015,254150924,75173725934,BARB055242,National Industries,Shruti Yadav,IN,IN,High,Non-Individual,Trust,Fixed Deposit,Corporate,12-12-2017,Education,N,30-03-2019,,Donations,India,Indian,,Resident,31-08-2008,"Rajkot, Gujarat",Senior Managing Official,N,"187 Corporate Park, Rajkot, Gujarat - 557989","Plot 484, Industrial Area, Rajkot, Gujarat","793, Residential Colony, Rajkot, Gujarat",,,,,U26917QF1996PTC451777,8209892.95,10619835.8,,597194302986,Bhavna Bhat,7780587030,DBTJN3832X,,national951@outlook.com,,,,,,,,,ddc8fcc7a4bf1be792a8cb002cd1b074,117.137.79.106,"Rajkot, IN",18.202165,77.04212,SamsungBrowser/24.0,8fe1324b4de38e7210d522cf,MPIN,N,N,18.20883,77.034643,0,,
TXNXT0MYBZ9D6TDPYU0,23:59:47,19-01-2026,609.32,INR,Dr,NEFT,N,,,Success,,,,,,,,,,,N,2046003694762522,Active,N,N,N,N,PUNB023743,685187471302,22-11-2017,323155,96265389514,CNRB059017,Kiran Pillai,Pradeep Chatterjee,IN,IN,Low,Individual,Individual,Recurring Deposit,BSBD,01-06-2022,Self-Employed - Retail,Y,23-10-2022,,Business Income,India,Indian,Indian,Resident,,,,,,,,"282, Park Street, Karnal, Haryana - 313249",16-08-1978,Kiran Agarwal,AADHAAR-5662XXXX9561,,1765874.83,3505667.84,3,,,7825689557,PALPR6993Q,XXXX-XXXX-6382,kiran.pillai541@rediffmail.com,,,,,,,,,82f71e309633abde2aca694e08e2dad0,49.238.155.169,"Karnal, IN",21.542472,73.99712,Chrome/124.0,26eb7e4df6dcab7a6d6afdf2,MPIN,N,N,21.55216,74.003177,0,,
TXNHF745Q328G1MEVLN,06:04:38,25-12-2025,6550.22,INR,Dr,IMPS,N,,,Success,,,,,,,,,,,N,51909850632042,Active,Y,N,N,N,HDFC079299,395893089497,06-03-2019,942016,35108216957,SBIN030883,Kiran Sen,Anil Das,IN,IN,Medium,Individual,Individual,Current,Regular,10-06-2024,Agriculture,N,07-10-2020,,Investment Returns,India,Indian,Indian,Resident,,,,,,,,"293, Park Street, Ahmedabad, Gujarat - 140481",05-01-1971,Amit Nair,AADHAAR-7998XXXX4772,,2471807.91,6332393.36,17,,,9492926297,LCMPB2539B,XXXX-XXXX-7997,kiran.sen303@outlook.com,,,,,,,,,65798d29164950d6ca3bcffcd081e720,117.181.37.221,"Ahmedabad, IN",23.048345,72.578553,v8.2.0,ceda0357ad34dcd728eb5847,MPIN,N,N,23.04355,72.583187,0,,
TXN389XNK0A25QZOJSL,22:53:03,03-01-2026,2145.58,INR,Dr,ATM,Y,,,Success,,,,,,,,,,,N,39642947529,Active,Y,N,N,N,SBIN015532,302057220633,29-11-2015,220017,9289468611647,UTIB054154,Sachin Agarwal,Kavita Das,IN,IN,Low,Individual,Individual,Fixed Deposit,BSBD,02-07-2022,Salaried - IT,Y,15-12-2022,,Family Support,India,Indian,Indian,Resident,,,,,,,,"405, Gandhi Nagar, Mangaluru, Karnataka - 934913",29-01-1991,Harsh Sen,AADHAAR-2388XXXX1342,,1558089.43,2974692.22,14,,,7692960620,ELEPU3155C,XXXX-XXXX-7168,sachin.agarwal559@gmail.com,,,,,,,,,1ab5a52892eabaffadbac094f9ca2b89,103.104.179.124,"Mangaluru, IN",25.082297,75.675726,SamsungBrowser/24.0,cf97db5117a4da38ca9f8923,PIN,N,N,25.078917,75.676707,0,,
TXNEE3M31DNSNVLX4F5,23:41:33,11-01-2026,60262.77,INR,Dr,Mobile Banking,N,,,Success,,,,,,,MID9EZ11HX6SUY5,Croma Electronics,4899,"Kota, Rajasthan",N,3645694302207626,Active,Y,N,N,N,PUNB043603,646373113511,16-03-2015,2086997,23029030984,SBIN080884,Priya Singh,Sunita Mehta,IN,IN,Medium,Individual,Individual,NRE,BSBD,13-08-2016,Consultant,N,04-10-2019,,Rental Income,India,Indian,Indian,Resident,,,,,,,,"191, MG Road, Kota, Rajasthan - 736755",07-02-1983,Sachin Sen,AADHAAR-4731XXXX5369,,553912.63,1127171.8,20,,,6684528858,ZCWPM3345V,XXXX-XXXX-6549,priya.singh203@outlook.com,,,,,,,,,7ef4ef2eccc99d7c9cb2de447c837c44,103.82.221.162,"Kota, IN",23.90016,81.869151,v9.1.0,bf4c2e5b618463bbc63e4d38,MPIN,N,N,23.909281,81.860551,0,,
TXNEBR4IVU3ZJIDLJ67,21:02:28,30-01-2026,84485.54,INR,Cr,NEFT,N,,,Success,,,,,,,,,,,N,678758166319,Active,N,N,N,N,IOBA021157,101413793163,08-04-2018,320364020,45628489774,BKID076839,Diamond Ventures,Akash Shah,IN,IN,Medium,Non-Individual,Private Limited,Fixed Deposit,BSBD,07-01-2023,Pharmaceuticals,N,17-01-2025,,Donations,India,Indian,,Resident,20-08-2016,"Howrah, West Bengal",Shareholding > 25%,Y,"53 Corporate Park, Howrah, West Bengal - 365662","Plot 364, Industrial Area, Howrah, West Bengal","396, Residential Colony, Howrah, West Bengal",,,,,U10512UO2017PTC409011,4341629.19,9348727.2,,651289976260,Sunita Pillai,7583729379,IRCFD9981M,,diamond592@outlook.com,,,,,,,,,51959fa5e4d5355b40bd341f674a2848,122.25.242.27,"Howrah, IN",16.612109,74.845386,Firefox/125.0,6f2efa3462db537d04da7087,PIN,N,N,16.61767,74.849335,0,,
TXNS5P8ZXVO9BE4VNQX,15:39:16,19-02-2026,28765.94,INR,Cr,Demand Draft,N,,,Success,,,,,,,MIDKTETYBQJPB7E,Swiggy,8062,"Nizamabad, Telangana",N,7237291767430,Active,N,N,N,N,BARB030294,665722190674,20-05-2024,938232,22416637519,SBIN086415,Pranav Iyer,Geeta Verma,IN,IN,Medium,Individual,Individual,NRE,Basic,03-06-2024,Consultant,N,17-07-2024,,Agriculture Income,India,Indian,Indian,Resident,,,,,,,,"99, Station Road, Nizamabad, Telangana - 599042",15-09-1965,Kiran Gupta,AADHAAR-2826XXXX1685,,1597996.63,2172770.77,26,,,7629505529,KITPU1248K,XXXX-XXXX-9551,pranav.iyer370@yahoo.co.in,,,,,,,,,bd629cff774a884eb83eeb7e524c5e0d,103.66.164.215,"Nizamabad, IN",24.328721,79.08912,Chrome/124.0,424445d521829e62767e7c45,Biometric,N,N,24.329597,79.096899,0,,
TXN5M3KJI4Y3VZ66BWI,22:11:15,10-01-2026,37232.48,INR,Cr,NEFT,N,,,Success,,,,,,,,,,,N,2583710912260783,Active,Y,N,N,N,PUNB036915,688689058483,31-03-2022,2060211,9182614263368,UTIB026211,Priya Kapoor,Nikhil Bhat,IN,IN,Medium,Individual,Individual,NRO,Regular,14-05-2024,Self-Employed - Retail,Y,14-01-2024,,Agriculture Income,India,Indian,Indian,Resident,,,,,,,,"345, Gandhi Nagar, Rourkela, Odisha - 624255",06-02-1963,Mohit Tiwari,AADHAAR-2950XXXX6496,,2326763.28,4018608.88,20,,,8803814968,ZQFPG4617U,XXXX-XXXX-2008,priya.kapoor688@yahoo.co.in,,,,,,,,,f8719c8fb59d84b7ec13107d9edb47be,203.68.114.70,"Rourkela, IN",17.056586,80.775972,Chrome/124.0,5e2970dee14e6bcae98cd17a,Biometric,N,N,17.059456,80.776592,0,,
TXN0SV56MJ5LF6N5U2B,17:04:20,21-02-2026,7938.67,INR,Dr,IMPS,N,,,Success,,,,,,,,,,,N,1558623132993366,Active,N,N,N,N,PUNB018954,751591108647,14-07-2019,2441606,277355203076,CNRB082816,Naveen Verma,Rekha Agarwal,IN,IN,Medium,Individual,Individual,Recurring Deposit,BSBD,23-06-2020,Agriculture,N,26-11-2019,,Business Income,India,Indian,Indian,Resident,,,,,,,,"441, Park Street, Bhopal, Madhya Pradesh - 296631",06-09-1970,Ravi Patel,AADHAAR-9070XXXX2184,,64834.96,2074518.19,4,,,8399092483,GDYPY2573R,XXXX-XXXX-2503,naveen.verma390@outlook.com,,,,,,,,,a96fdc58f29d38c7713e780dd1cbd62e,49.104.137.147,"Bhopal, IN",23.246514,77.461309,SamsungBrowser/24.0,9f996bd39c2cf521197257ff,Biometric,N,N,23.241155,77.452896,1,Structuring (Smurfing),STRUCT_00357
TXNBLLEUQRPQYCNYT80,23:51:08,17-01-2026,59017.34,INR,Cr,UPI,N,,,Success,,,,,,mamtapilla98@upi,MIDI8RN5J7K044B,Jio Payments,6211,"Udaipur, Rajasthan",N,77503714595732,Active,Y,N,N,N,IOBA019770,195603969239,17-04-2022,3252201,31586030556976,HDFC050363,Vandana Das,Mamta Pillai,IN,IN,High,Individual,Individual,Savings,Corporate,11-09-2022,Salaried - IT,N,23-12-2024,,Business Income,India,Indian,Indian,Resident,,,,,,,,"360, Park Street, Udaipur, Rajasthan - 847115",06-10-2002,Manoj Gupta,AADHAAR-5306XXXX1852,,218707.72,3609541.35,35,,,7674497232,HRUPY4215O,XXXX-XXXX-5794,vandana.das551@outlook.com,,,,,,,,,d598b94d0081373a1f918bb3a8dacada,203.65.18.163,"Udaipur, IN",16.457624,76.41457,v8.1.2,06535dbb9c03bc263c666594,OTP,N,N,16.451511,76.409643,0,,
